statement,label,cleaned_text
"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",1,says rep jim weidner proposed a bill taking away health care for  of oregons children
Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,1,says that in the  election former gov tom kean had the largest winning margin for a gubernatorial candidate in jersey history
Obamacare is the biggest tax increase in American history.,0,obamacare is the biggest tax increase in american history
You ... said that Barack Obama was not ready to be commander in chief.,1,you  said that barack obama was not ready to be commander in chief
"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.",1,the median male worker in this country has not seen a raise inflation adjusted for  years basically
Milwaukee Mayor Tom Barrett has held the line on property taxes.,0,milwaukee mayor tom barrett has held the line on property taxes
Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,1,im the only member of the house of representatives who raised most of his campaign funds in the last election from small contributions of less than 
"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.",1,unlike the gridlock in washington more than  percent of the bills we passed during this general assembly had bipartisan support
Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,0,josh mandel is lying about his own record the rating of ohios investment fund has not improved
"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",1,rick scott took  from a family that leased land for drilling and now he is trying to hide from it
